# 8万精准超小词库
# 原始出处未知，多音字注音移除，第一个词“是的这个”改成“是的”
# https://github.com/studyzy/imewlconverter/blob/master/参考/8万精准超小词库.txt
#
# 词语	多音字备注

答道	
而死	
低微	
无味	无wu
齐聚	齐qi
关羽	
被判	
两声	
常事	
黯然	
脸颊	
钢材	
商界	
激素	
夜景	
小姨	
十字	
大衣	大da
问鼎	
圈套	圈quan
向她	
国君	
不乏	
锦绣	
片中	
力克	
时钟	
记事	
创伤	
寻梦	寻xun
文体	
有气	
除去	
失意	
大雪	大da
数十	数shu
除此	
肆意	
无一	无wu
典雅	
坚信	
四种	种zhong
侠士	
叫了	了le
学堂	
捷克	
酸的	的de
细雨	
中风	
伤势	
沪市	
视力	
胭脂	
醒了	了le
估分	
牵着	着zhe
衍生	
稳重	重zhong
伟人	
商海	
饮用	
一身	
孔雀	雀que
几号	
橘子	
她那	那na
古董	
大树	大da
减仓	
圈圈	圈quan|圈quan
一审	
小雪	
决不	
几声	
去向	
跌价	价jia
转头	转zhuan
过敏	
豆浆	
血性	血xue
一中	
一齐	齐qi
狙击	
酱油	
义气	
识趣	识shi
友人	
三维	
那一	那na
片长	长chang
我市	
原著	著zhu
给它	给gei
香艳	
赚的	赚zhuan|的de
岩石	石shi
前十	
笔试	
说事	说shuo
之约	约yue
商情	
奇才	奇qi
挥手	
高超	
花花	
标明	
负的	的de
驿站	
外遇	
拜访	
短篇	
丁香	丁ding
指尖	
情思	思si
议会	会hui
午间	
棒子	
姓氏	氏shi
逼死	
优异	
山村	
影帝	
险胜	
房源	房fang
被她	
节食	食shi
湿的	的de
有益	
禁区	区qu
养眼	
大明	大da
梳理	
鸳鸯	
语种	种zhong
手艺	
音质	
打理	
道士	
画像	
抵御	
九江	
专制	
新任	
野性	
学业	
老李	
遗迹	遗yi
阻击	
议员	员yuan
欢庆	
意中	
有情	
鸡肉	
白人	
特辑	
申奥	
哀伤	
敬畏	
补助	
教官	
机枪	
击中	
油脂	
服役	
他能	
几只	
情事	
液态	
蒸发	
接替	
由衷	
流血	血xue
沉没	没mo
姥爷	姥lao
有声	
以北	
酒杯	
仕途	
连胜	
小李	
一惊	
福星	
打个	
小事	
保值	
宰相	
幻影	
拍得	得de
行星	行xing
镜像	
花式	
十来	
优于	
序幕	
全称	称cheng
前夫	
化肥	
上访	
他已	
受审	
有余	
士气	
晚年	
单杠	单dan
儿时	
死也	
首家	家jia
过人	
酒仙	
主观	
大体	大da
师弟	
知晓	
动机	
玉兰	
瘦的	的de
之爱	
嫣然	
发威	
智者	
她要	
症结	
清点	
将士	
知音	
咀嚼	咀ju|嚼jue
柯达	
甜的	的de
即刻	
隐约	约yue
穿出	
王后	
情系	系xi
愤青	
制成	
平局	
戏曲	戏xi
触及	
衣衫	
丞相	
奇异	奇qi
老马	
景气	
离了	了le
一桌	
祥和	和he
体温	
时隔	
一箭	
闹市	
低点	
今儿	
雨后	
会很	会hui
梅子	
意在	
清扬	
审视	
良知	
歌剧	
重逢	重chong
桂花	
税种	种zhong
试玩	
出世	
之力	
游人	
简评	
见底	见jian|底di
救出	
违心	
浮华	
苦战	
大案	大da
叫好	
真谛	
当她	
她却	
时政	
预订	
军工	
影评	
简拼	
围观	
月夜	
卑微	
美金	
涟漪	
持刀	
感伤	
她从	
上任	
将至	
读到	读du
军中	
师姐	
千人	
跻身	
按时	
舞曲	
使您	
示威	
牌照	
私有	
京都	都du
正和	和he
低谷	谷gu
骑着	骑qi|着zhe
球技	
信件	
蒸汽	
火化	
头颅	
铭记	
铁的	的de
保费	
实例	
亮剑	
时有	
腰部	
施展	
古都	都du
墓地	地di
首富	
心智	
十位	
甜甜	
主食	食shi
夜话	
得手	得de
放手	
主宰	
落选	落luo
一词	
丽人	
长剑	长chang
排出	
转机	转zhuan
仙境	
吐蕃	蕃bo
庆功	
武艺	
之痛	
直属	属shu
带我	
太医	
照了	了le
外传	传chuan
烈士	
看客	
各省	省sheng
尤物	
坚挺	
蒙的	的de
不进	
打听	
白玉	
金陵	
握着	着zhe
骨骼	
实景	
造反	
之声	
强人	强qiang
转业	转zhuan
金星	
体型	
人手	
借贷	
机电	
朱德	
一连	
坚韧	
金曲	
抚慰	
星云	
摸摸	
怨妇	
片断	
践踏	
进宫	
乒坛	
记名	
诚实	
往上	
情谊	
烟雾	烟yan
称谓	称cheng
她有	
清淡	
之大	大da
歌星	
之母	
黄帝	
部下	
合力	合he
限价	价jia
青松	
惯例	
鱼鳞	
盛事	盛sheng
免谈	
家私	家jia
分部	
打好	
货车	车che
守卫	
脊梁	
一粒	
政党	
以西	
言和	和he
北上	
王室	
扣杀	
跳高	
在以	
得奖	得de
无畏	无wu
流言	
傻了	了le
孩儿	
海龟	龟gui
曲子	
奇遇	奇qi
基石	石shi
心上	
卫国	
李子	
的家	的de|家jia
祭祀	祭ji
信纸	
漂移	
惊心	
趋于	
沙子	
我向	
西施	
拉住	
右脚	脚jiao
交手	
雅致	
调解	调tiao|解jie
关上	
味儿	
抓举	
不甘	
她才	
止步	
情商	
国情	
防务	
坚毅	
任性	
供需	
表哥	
评书	
低胸	
协作	
致电	
保级	
劲敌	劲jing
激起	
但又	
有福	
会了	会hui|了le
宫里	
美洲	
任由	
叫板	
坐到	
疑犯	
她将	
这车	这zhe|车che
道人	
功利	
英勇	
画了	了le
大江	大da
寓言	
那颗	那na
哭得	得de
毅然	
见状	见jian
区县	区qu
星河	
警戒	
武力	
实为	
波澜	
仁慈	
领养	
想当	
中人	
一包	
刺猬	
着了	着zhao|了le
立志	
不失	
儒学	
职能	
以示	
职员	员yuan
高地	地di
水星	
胃病	
象棋	
被劫	
三哥	
大理	大da
请来	
寓意	
虽是	
生出	
水手	
淡季	
想吐	
逆势	
佳丽	
枪声	
炎症	
道家	家jia
虔诚	
失手	
都像	都dou
体味	
无暇	无wu
颠簸	
脸上	
得过	得de
那首	那na
大钟	大da
情意	
兵法	
大佬	大da
舰艇	
编织	
宜人	
后有	
她想	
儿戏	戏xi
必是	
花纹	
来点	
祭奠	祭ji
南国	南nan
写意	
神童	
教父	
一晚	
仁义	
外貌	
来这	这zhe
疑虑	
飞了	了le
不通	
妖艳	
老伴	
并为	
瞪着	着zhe
肠胃	
意料	
载着	着zhe
鳄鱼	
人世	
静谧	
大举	大da
剥离	剥bo
正中	
花旦	
质检	
老版	
侄子	
骑车	骑qi|车che
含着	着zhe
保鲜	
蝎子	
向西	
人死	
布袋	
周易	
效仿	
看成	
小溪	
一拳	
一班	
小鸡	
空袭	
西服	
道出	
咬着	着zhe
时分	
两步	
可人	
秦王	
新诗	
娇艳	
两支	
大嫂	大da
西洋	
宝剑	
一栋	
公映	
弹药	弹dan
声势	
相恋	
而起	
心腹	
专集	
降了	降jiang|了le
惊诧	
小岛	
情史	
在用	
渊源	
变幻	
仰泳	
启航	
同心	
无常	无wu
愈发	
行礼	行xing
叹道	
缴款	缴jiao
潇潇	
不计	
战线	
有赖	
吃到	
拥护	
政绩	
就任	
还贷	还huan
搭上	
父皇	
气球	
远古	
野马	
痛失	
他以	
镀锌	
挑了	了le
一字	
科室	
依恋	
你爸	
晴空	
闲人	
献上	
县委	
鲍鱼	
四项	
痛哭	
问到	
入主	
草草	
术语	术shu
卖房	房fang
李小	
皇室	
台式	
重型	重zhong
冤死	
一桩	
小张	
震中	
就医	
便将	便bian
私了	了liao
满天	
格子	
许仙	
施行	行xing
心酸	
接入	
单机	单dan
出嫁	
杂记	
失守	
作假	
就成	
底价	底di|价jia
日均	
奇兵	奇qi
又去	
鸡翅	
不识	识shi
异域	
奇观	奇qi
天时	
身前	
小腹	
子时	
挥舞	
旧址	
有方	
结了	了le
只管	
一滴	
打量	
克星	
舞姿	
玩乐	乐le
由他	
交火	
毛衣	
慧眼	
留念	
撑起	
嘉兴	
单子	单dan
也像	
五人	
游资	
嗡嗡	
拜托	
硬是	
镶嵌	嵌qian
致力	
棋子	
金华	
于谦	
保荐	
纸上	
使她	
每秒	
献礼	
抱抱	
自幼	
商战	
她很	
大蒜	大da
背诵	
太毒	
雪茄	茄jia
迎娶	
前端	
不语	
预示	
信奉	
但凡	
上书	
缘由	
是能	
点子	
讲师	
分站	
约稿	约yue
审慎	
应和	和he
神灵	
显赫	
情愫	
秋装	
收复	
接见	见jian
零星	
无为	无wu
书上	
小国	
事事	
无涯	无wu
单薄	单dan|薄bo
远行	行xing
小山	
合了	合he|了le
蜜蜂	
功底	底di
而她	
市里	
坐骑	骑qi
吹得	得de
称作	称cheng
下棋	
使馆	
宴请	
顶了	了le
用语	
大不	大da
惜败	
街舞	
头盔	
又与	
打车	车che
留名	
景致	
禁毒	
饱受	
不值	
就这	这zhe
上亿	
权势	
京华	
渐变	
风韵	
窍门	
换季	
多些	
越来	
径直	
爱她	
赏识	识shi
店员	员yuan
瞧瞧	
带进	
直飞	
不减	
攻关	
防空	
劳工	
这厮	这zhe
终日	
翩翩	
期货	期qi
洞庭	
冷艳	
未果	
硝烟	烟yan
侍女	
政要	
苏轼	
老山	
洗衣	洗xi
先驱	
自卫	
无尽	无wu
遐想	
面相	
一匹	
巫师	
喜得	得de
法语	
琥珀	
庄稼	
次级	
离任	
伟业	
生性	
无良	无wu
畏惧	
显露	露lu
岂不	
楚楚	
李明	
杏花	
轻取	
画眉	
木板	
身手	
战死	
中性	
模版	模mu
玩得	得de
大法	大da
均是	
佩剑	
中型	
薄的	薄bao|的de
畅想	
踪迹	
战时	
叫她	
又以	
均已	
冲撞	
山洞	
出力	
方子	
公历	
这颗	这zhe
透了	了le
一朝	朝zhao
时日	
丸子	
大一	大da
交界	
柱子	
监察	
意向	
相隔	
异国	
战地	地di
同级	
进取	
戈壁	
最重	重zhong
发问	
几度	度du
英杰	
折价	折zhe|价jia
回身	
江北	
战事	
陈志	
神勇	
亚运	
深知	
鲜活	
俯瞰	
梦游	
财物	
捷径	
开间	
一两	
名著	著zhu
搏击	
甜心	
脚趾	脚jiao
活得	得de
十次	
挤出	
利嘴	
猥琐	
情欲	
心存	
京师	
近况	
侠客	
深市	
父女	
闹钟	
这幅	这zhe
风沙	
不丹	
凸现	
老陈	
惦记	
告急	
桔子	桔ju
献血	血xue
一改	
胡椒	
英姿	
彩绘	
包里	
打斗	
和着	和he|着zhe
消逝	
主因	
王小	
狠的	的de
厚实	
摧残	
异味	
战区	区qu
清净	
夜半	
湘江	
出没	没mo
笑说	说shuo
组件	
大婶	大da
浩瀚	
被拒	
顶点	
累死	
行至	行xing
滑雪	
即为	
为宜	
光大	大da
中庸	
智利	
蛤蟆	蛤ha
深得	得de
目击	
演化	
不尽	
戏说	戏xi|说shuo
被俘	
霓裳	裳chang
江水	
还为	还hai
歉意	
三七	
不休	
急得	得de
抢险	
雨声	
渡过	
娇媚	
复工	
建了	了le
无事	无wu
带宽	
激进	
石榴	石shi
比值	
居首	
男方	
凉拌	
放眼	
师徒	
均由	
故里	
灵性	
演义	
古力	
天书	
溜达	
高飞	
吐出	
该次	
大发	大da
投了	了le
辞世	
愈加	
一文	
一堂	
忍痛	
李玉	
恣意	
又和	和he
摇曳	
所作	
禁锢	
威风	
让谁	谁shui
这跟	这zhe
挺举	
一页	
富商	
清静	
媚眼	
微分	
改行	行hang
像我	
肩头	
园子	
一局	
抬高	
以求	
会战	会hui
天命	
滋养	
郭靖	
一袋	
漓江	
伯父	伯bo
救救	
妇人	
集会	会hui
为先	
化成	
波特	
嘻嘻	
雨季	
自是	
白羊	
家境	家jia
萧萧	
不忍	
表弟	
底气	底di
旺季	
令她	
土星	
不涨	
失事	
不倒	
怔怔	
不屈	
滞留	
执掌	
正视	
冲减	
一伙	
车尾	车che|尾wei
下限	
详尽	
处方	
交到	
人杰	
青草	
十倍	
野猪	
其子	其qi
轮奸	
补钙	
凉风	
九十	
暴打	暴bao
抑或	
长长	长chang|长chang
肖像	
有话	
福地	地di
也无	无wu
舞步	
地势	地di
矫情	
最靓	靓liang
大败	大da
人妖	
熟知	熟shu
魔方	
纤纤	纤xian|纤xian
一叶	叶ye
悉数	数shu
进士	
首任	
针织	
补上	
她只	
开刀	
仙人	
生人	
我笑	
滴水	
首张	
之言	
直逼	
计税	
聚居	
赚回	赚zhuan
漠视	
芳菲	
山头	
聚首	
急剧	
又名	
存活	
国手	
大路	大da
桃源	
原值	
半晌	
包了	了le
属下	属shu
玩偶	
嬉戏	戏xi
五六	六liu
那篇	那na
钟声	
崇敬	
出声	
哨兵	
其父	其qi
床头	
享用	
评为	
可疑	
圆圆	
物种	种zhong
住地	地di
总管	
美玉	
纵队	
认亲	亲qin
就向	
收场	
硬汉	
鱼雷	
她被	
搭乘	乘cheng
锅里	
链球	
同年	
佳绩	
远去	
下有	
心虚	
则有	
一拍	
纪检	
游击	
参战	参can
小宁	
发火	
尚有	
期权	期qi
攻城	
大权	大da
围棋	
瑕疵	
二来	
正手	
援建	
垫底	底di
消亡	亡wang
触电	
大刀	大da
情义	
抢着	着zhe
小船	
个中	
国立	
已故	
一锅	
见效	见jian
绝无	无wu
磨砺	
残暴	暴bao
长年	长chang
枪毙	
左翼	
假药	
会师	会hui
右派	派pai
通通	
庭审	
会合	会hui|合he
大项	大da
跨过	
洁净	
首府	
踢了	了le
小憩	
欢心	
末期	期qi
童心	
酒会	会hui
影展	
休整	
比肩	
请将	
睡得	得de
故人	
俯身	
瘦了	了le
隐忍	
她给	给gei
独舞	
布满	
应试	
晚辈	
去把	
混了	了le
保佑	
监制	
政局	
史话	
寥寥	
流逝	
潜质	
起价	价jia
警醒	
脆的	的de
换届	
没得	没mei|得de
穿得	得de
现役	
私访	
关中	
能买	
四化	
权贵	
弯道	
回击	
制胜	
自爆	
几斤	
夹击	夹jia
机智	
恋歌	
总想	
大脚	大da|脚jiao
一株	
可为	
陋室	
举杯	
猝死	
取经	
机子	
终将	
雾气	
变性	
芭蕉	蕉jiao
处事	
铜镜	
知了	了liao
瘟疫	
世代	
弹琴	弹tan
书里	
单单	单dan|单dan
校服	校xiao
经纬	
老到	
老道	
人命	
手足	
坚固	
打气	
田地	地di
考查	查cha
基督	
赏月	
职称	称cheng
园地	地di
无礼	无wu
共度	度du
生子	
流连	
放行	行xing
元宵	
犯人	
解了	解jie|了le
摄取	
兀自	
五四	
重地	重zhong|地di
德行	行xing
飞越	
起始	
里程	
老屋	
取向	
世贸	
把式	
食指	食shi
火气	
琴声	
童子	
叫嚣	嚣xiao
扣子	
冲上	
有对	
合照	合he
河上	
隐忧	
海面	
同乡	
筒子	
正名	
寄予	
要闻	
母后	
那支	那na
羊城	
有戏	戏xi
少有	
用时	
旧时	
已无	无wu
有伤	
使出	
收市	
积淀	
寒意	
带电	
教诲	
几许	
示警	
何其	其qi
蜻蜓	
已不	
滑翔	
等她	
霏霏	
散布	
杠铃	
掌管	
摒弃	
致意	
大兵	大da
天威	
自知	
为官	
玉石	石shi
假象	
雨夜	
去处	
劫难	
鱼缸	
使女	
站了	了le
三宝	
扬言	
义演	
百灵	百bai
飞出	
之士	
加长	长chang
柜子	柜gui
立功	
之徒	
献出	
穴位	
紧了	了le
四下	
以南	南nan
洗手	洗xi
写写	
自立	
节俭	
嚎叫	
家书	家jia
常和	和he
在先	
梁山	
招手	
笑颜	
每项	
交汇	
富于	
罚球	
播音	
牵制	
显摆	
皆为	
飞刀	
情话	
出在	
记着	着zhe
喜鹊	
获释	
之水	
帮主	
败了	了le
禅师	禅chan
密密	
雇佣	
大坝	大da
天敌	
节前	
藏独	藏zang
前兆	
有股	
军师	
谦卑	
招来	
郡主	
新式	
凉粉	
专著	著zhu
惨剧	
青丝	
开国	
上人	
挨着	着zhe
玩意	
撞了	了le
瘦脸	
国营	
可她	
临场	
福气	
伊始	
众位	
雨滴	
右翼	
冬眠	
轻功	
演进	
纪委	
光鲜	
防卫	
心机	
储户	
争锋	
病危	
荔枝	
逼他	
小项	
过失	
输液	
下级	
被害	
使你	
仿真	
解毒	解jie
仗着	着zhe
分值	
饮品	
出厂	厂chang
空置	
意欲	
为师	
定是	
疙瘩	
衣襟	
明人	
致歉	
基点	
功德	
大字	大da
通畅	
一截	
腰间	
倍受	
气色	色se
她跟	
实事	
博彩	
武将	
崇祯	
靴子	
均未	
尖刀	
不似	似si
忠于	
之父	
味精	
军委	
笑死	
陵墓	
言说	说shuo
杏仁	
悲愤	
甘露	露lu
会想	会hui
颓势	
亦有	
小陈	
疑点	
奇闻	奇qi
不畅	
学士	
大呼	大da
燎原	
经期	期qi
字迹	
主讲	
圈里	圈quan
小刀	
钟表	
辛劳	
不负	
心力	
心结	
案情	
沉积	
讲义	
小杨	
遇袭	
失职	
箴言	
这间	这zhe
笑星	
近了	了le
俗事	
声援	
顶住	
珍爱	
盖了	盖gai|了le
作价	价jia
竞相	
斥资	
累得	得de
满满	
成行	行xing
信中	
荆棘	
立秋	
教化	
事例	
四起	
反话	
发炎	
大臣	大da
星夜	
芳心	
泥巴	
命案	
不绝	
咱家	咱zan|家jia
诗社	
专机	
应缴	缴jiao
我愿	
台商	
深色	色se
服了	了le
理事	
紧身	
会务	会hui
黄埔	埔pu
放倒	
悉心	
一案	
队服	
先期	期qi
烂片	
释然	
食客	食shi
咸菜	
要挟	挟xie
舞会	会hui
王八	
立于	
南洋	南nan
一指	
不息	
古道	
大包	大da
喝道	
结成	
老哥	
爱美	
纠葛	
洗脚	洗xi|脚jiao
旨意	
负荷	
抽筋	
释义	
玉器	
食宿	食shi|宿su
洞房	房fang
何事	
洗漱	洗xi
速成	
棋牌	
宫门	
巨资	
读研	读du
实名	
白虎	
枪支	
布尔	
童星	
军威	
自相	
种菜	种zhong
石子	石shi
用尽	
移师	
宋江	
支架	
李晓	
药方	
焦炭	
果冻	
敷衍	
就凭	
逼得	得de
继父	
恶果	恶e
封为	
暗香	
案中	
进发	
博导	
之本	
麻利	
升任	
把戏	戏xi
强健	强qiang
儿歌	
古文	
裁缝	
继母	
缩减	缩suo
遗弃	遗yi
里氏	氏shi
市面	
限时	
平房	房fang
袭人	
调至	调diao
互换	
一击	
神偷	
银的	的de
分居	
发廊	
天府	
她已	
它不	
虾仁	虾xia
先知	
报案	
好生	
云雨	
钢的	的de
防震	
套着	着zhe
银杏	
耗时	
一扇	
南面	南nan
运到	
开讲	
河湾	
失足	
公元	
沿岸	
小名	
柿子	
小胜	
知心	
她妈	
彝族	
鄙夷	
打鱼	
药检	
石碑	石shi
挚爱	
生殖	殖zhi
上回	
纵使	
满眼	
散记	
时速	
还与	还hai
焦躁	
翻转	转zhuan
打赌	
乡亲	亲qin
放逐	
泳坛	
技艺	
腿部	
交情	
名士	
联队	
相依	
打赢	
试行	行xing
法子	
端起	
女声	
有为	
盛产	盛sheng
小结	
驾到	
胜了	了le
回声	
西式	
抒发	
哇哇	
未被	
名城	
私塾	
失常	
竟有	
酸楚	
安危	
知觉	觉jue
由我	
发电	
映像	
易经	
集市	
那部	那na
就职	
多得	得de
要讲	
远期	期qi
阴郁	
得力	得de
活在	
满城	
猩猩	
帘子	
拜读	读du
粒子	
不轻	
来世	
气概	
一发	
睡在	
萎靡	
牌坊	
不落	落luo
蓦然	
史书	
一具	
唱得	得de
喝点	
凉意	
去想	
大义	大da
旧事	
雪夜	
她能	
功名	
打磨	
瞎子	
对以	
中兴	
清茶	
几道	
幅面	
机油	
它能	
劲头	劲jin
集邮	
拉美	
要像	
受限	
挚友	
中暑	
普降	降jiang
陷于	
练级	
一柄	
纸巾	
张小	
临到	
套套	
大白	大da
只占	
初试	
得来	得de
烦了	了le
记述	
人声	
闻到	
夜场	
骇人	
郁郁	
经管	
轻生	
主将	
祖籍	
排了	了le
惹火	
争相	
用着	着zhe
猖狂	
敌方	
棉衣	
自备	
单刀	单dan
乘以	乘cheng
涨势	
中卫	
例行	行xing
弓箭	
遗书	遗yi
伙食	食shi
国事	
图鉴	
遗物	遗yi
自慰	
真像	
用得	得de
大鳄	大da
八婆	
令其	其qi
敬酒	
万国	万wan
维和	和he
评析	
游说	说shui
这副	这zhe
大汗	大da
相望	
罂粟	
堕胎	堕duo
升幅	
充饥	
出息	
一语	
训斥	
兵种	种zhong
多国	
除夕	
怜惜	
捕杀	
耗油	
将就	
冤家	家jia
休养	
诗刊	
雨衣	
未卜	卜bu
异族	
我常	
羽翼	
他再	
吸气	
一哥	
房事	房fang
紧贴	
面食	食shi
权属	属shu
出神	
抽搐	
去哪	哪na
青椒	
典籍	
顶顶	
溥仪	
止住	
鸡腿	
钢笔	
补给	给ji
登高	
军礼	
旧日	
部将	
翻倍	
甚为	
里外	
诗句	句ju
应与	
视点	
尽兴	
神父	
抱拳	
受辱	
史记	
她以	
流下	
收割	
虎口	
中资	
曲调	调diao
公厕	
死伤	
昭示	
前人	
官职	
终审	
功绩	
通假	
摇着	着zhe
越轨	
恬静	
检阅	
二姐	
亦可	
平定	
法力	
机缘	
先机	
天元	
谓之	
铲除	
附和	和he
手语	
人祸	
之国	
旺夫	
尸骨	
不输	
闲情	
圣旨	
乘号	乘cheng
我姐	
嬷嬷	
连绵	
历法	
珠子	
两性	
遗留	遗yi
秘史	秘mi
抱了	了le
泡了	了le
跳起	
评比	
至爱	
抢到	
纯朴	朴pu
多加	
舵手	舵duo
忧心	
省得	省sheng|得de
撞到	
行不	行xing
避雨	
本题	
天体	
银耳	
失敬	
人种	种zhong
在位	
壮士	
勾起	
缴获	缴jiao
赌气	
废了	了le
请安	
生计	
斩获	
久远	
打劫	
教母	
参拜	参can
无理	无wu
一众	
一统	
嫁了	了le
炒饭	
满族	
阜阳	
方形	
确有	
无序	无wu
西汉	
降雨	降jiang
失和	和he
签收	
燃起	
多想	
要还	还huan
基建	
呆子	
风姿	
稀疏	
似有	似si
官吏	
三围	
主旨	
骑手	骑qi
要她	
强手	强qiang
过路	
移居	
才智	
又该	
被撤	
二中	
裸替	
驻守	
原画	
立项	
医术	术shu
相通	
补课	
私语	
察看	
班里	
条条	
包销	
超常	
古诗	
京城	
浅析	浅qian
情诗	
淤泥	
以东	
玉玺	
异乡	
工伤	
布料	
平反	
草场	
育婴	育yu
卸甲	
猪蹄	
青川	
极乐	乐le
站成	
入院	
充气	
由得	得de
剪裁	
扶起	
旧情	
而使	
二爷	
音色	色se
文武	
高处	
美得	得de
枝叶	叶ye
捂着	着zhe
汪汪	
年画	
洗浴	洗xi
历数	数shu
阵痛	
物权	
积聚	
不法	
御医	
打手	
迂回	
在谈	
隐士	
开具	
人形	
壁虎	
栗子	
鲤鱼	
絮语	
激愤	
米粒	
腰斩	
刺青	
博大	大da
会再	会hui
防伪	
骨架	
影集	
轶事	
合乎	合he
剪纸	
捡到	
洞悉	
吱吱	吱zi|吱zi
经脉	脉mai
白话	
约好	约yue
试婚	
一户	
大抵	大da
红晕	红hong
长成	长zhang
援引	
她没	没mei
咯咯	咯ge|咯ge
先帝	
故而	
有违	
大盗	大da
兵力	
蚂蚱	
失明	
人缘	
公愤	
赏赐	
上尉	尉wei
中指	
升迁	
多以	
菜园	
放贷	
几颗	
可做	
生姜	
美意	
尚书	
出界	
猛兽	
熟识	熟shu|识shi
腌制	腌yan
辖区	区qu
一隅	
嫁妆	
幕僚	
呜呜	
不生	
剪影	
万万	万wan|万wan
猪肝	
铜像	
预演	
老杜	
教了	了le
暗器	
俯视	
香油	
对角	角jiao
送他	
他先	
皮艇	
聚众	
初衷	
大四	大da
性福	
比比	
资信	
繁复	繁fan
微薄	薄bo
会变	会hui
又搞	
解围	解jie
长袍	长chang
