# 8万精准超小词库
# 原始出处未知，原词中多音字注音移除，补充完整拼音，第一个词“是的这个”改成“是的”
# https://github.com/studyzy/imewlconverter/blob/master/参考/8万精准超小词库.txt
#
# 词语	拼音	多音字备注

叨叨	dao dao	叨dao|叨dao
扫帚	sao zhou	
少时	shao shi	
张三	zhang san	
注水	zhu shui	
坐姿	zuo zi	
阿飞	a fei	阿a
安分	an fen	
富饶	fu rao	
暗流	an liu	
空房	kong fang	房fang
瓢虫	piao chong	
猛攻	meng gong	
难买	nan mai	
闹出	nao chu	
年轮	nian lun	
发错	fa cuo	
合谋	he mou	合he
哇啦	wa la	
登科	deng ke	
文莱	wen lai	
败给	bai gei	给gei
晚熟	wan shu	熟shu
凑巧	cou qiao	
免了	mian le	了le
变白	bian bai	
秧歌	yang ge	
左腿	zuo tui	
岔路	cha lu	
妒忌	du ji	
犹存	you cun	
修造	xiu zao	
老爹	lao die	
彩灯	cai deng	
双线	shuang xian	
粘连	zhan lian	粘zhan
谁对	shui dui	谁shui
受罪	shou zui	
顺子	shun zi	
真帅	zhen shuai	
慈爱	ci ai	
盎司	ang si	
卸任	xie ren	
看戏	kan xi	戏xi
贪玩	tan wan	
软了	ruan le	了le
年糕	nian gao	
归我	gui wo	
跟头	gen tou	
归侨	gui qiao	
拐卖	guai mai	
牙科	ya ke	
划清	hua qing	划hua
乱舞	luan wu	
本末	ben mo	
垂危	chui wei	
宽恕	kuan shu	
阵风	zhen feng	
攫取	jue qu	
聘书	pin shu	
婉约	wan yue	约yue
麻油	ma you	
蛊惑	gu huo	
迷住	mi zhu	
湮灭	yan mie	湮yan
美声	mei sheng	
火场	huo chang	
高炉	gao lu	
小伙	xiao huo	
揪心	jiu xin	
掌权	zhang quan	
不雅	bu ya	
地瓜	di gua	地di
收官	shou guan	
胆寒	dan han	
松绑	song bang	
查理	cha li	查cha
幽魂	you hun	
火种	huo zhong	种zhong
老张	lao zhang	
露珠	lu zhu	露lu
暴晒	bao shai	暴bao
流速	liu su	
假山	jia shan	
真金	zhen jin	
数着	shu zhe	数shu|着zhe
趁早	chen zao	
爱说	ai shuo	说shuo
批改	pi gai	
颇高	po gao	
废铁	fei tie	
父辈	fu bei	
没戏	mei xi	没mei|戏xi
马背	ma bei	
洁癖	jie pi	
特为	te wei	
哭喊	ku han	
包房	bao fang	房fang
糊弄	hu nong	弄nong
个把	ge ba	
闽江	min jiang	
变坏	bian huai	坏huai
停火	ting huo	
吃个	chi ge	
狗狗	gou gou	
满嘴	man zui	
秧苗	yang miao	
仿照	fang zhao	
料想	liao xiang	
娇羞	jiao xiu	
寂寥	ji liao	
请坐	qing zuo	
讲出	jiang chu	
短促	duan cu	
拘役	gou yi	
细碎	xi sui	
旅社	lv she	
上场	shang chang	
降生	jiang sheng	降jiang
毒打	dai da	
哀愁	ai chou	
投案	tou an	
看门	kan men	
人保	ren bao	
扑火	pu huo	
反目	fan mu	
很热	hen re	
和服	he fu	和he
脱困	tuo kun	
老娘	lao niang	
广袤	guang mao	广guang
诡秘	gui mi	秘mi
趣谈	cu tan	
跑动	pao dong	
快进	kuai jin	
轻灵	qing ling	
龙骨	long gu	
婆娑	po suo	
雪天	xue tian	
期许	qi hu	期qi
清闲	qing xian	
不存	bu cun	
崩塌	beng ta	
小调	xiao diao	调diao
羁绊	ji ban	
后下	hou xia	
升天	sheng tian	
对过	dui guo	
编队	bian dui	
不读	bu du	读du
越久	yue jiu	
雨量	yu liang	
忠厚	zhong hou	
壮烈	zhuang lie	
坐牢	zuo lao	
赤身	chi shen	
当道	dang dao	
正待	zheng dai	
率真	shuai zhen	率shuai
插着	cha zhe	着zhe
调子	diao zi	调diao
扫视	sao shi	
太热	tai re	
炮台	pao tai	炮pao
风干	feng gan	
汉人	han ren	
国威	guo wei	
普照	pu zhao	
吞并	tun bing	
温存	wen cun	
洼地	wa di	地di
筹款	chou kuan	
只跟	zhi gen	
转暖	zhuan nuan	转zhuan
仓位	cang wei	
开闸	kai zha	
块状	kuai zhuang	
受难	shou nan	
练过	lian guo	
区段	qu duan	区qu
孤军	gu jun	
过奖	guo jiang	
成婚	cheng hun	
烘焙	hong bei	
字根	zi gen	
转晴	zhuan qing	转zhuan
报以	bao yi	
轻装	qing zhuang	
太祖	tai zu	
酋长	qiu zhang	长zhang
烛台	zhu tai	
英烈	ying lie	
好冷	hao leng	
水花	shui hua	
色相	se xiang	色se
鼻祖	bi zu	
生词	sheng ci	
诵读	song du	读du
马鞍	ma an	
恩情	en qing	
溺爱	ni ai	溺ni
作恶	zuo e	恶e
丰年	feng nian	
拍完	pai wan	
逆风	ni feng	
勤快	qin kuai	
谦让	qian rang	
染成	ran cheng	
允诺	yun nuo	
高挑	gao tiao	
挺起	ting qi	
车夫	che fu	车che
九万	jiu wan	万wan
法郎	fa lang	
牙签	ya qian	
雅趣	ya cu	
乌拉	wu la	
房顶	fang ding	房fang
大娘	da niang	大da
塞外	sai wai	塞sai
长腿	chang tui	长chang
八仙	ba xian	
临别	lin bie	
褒贬	bao bian	
该来	gai lai	
听信	ting shen	
凶悍	xiong han	
攒钱	zan qian	攒zan
泰斗	tai dou	
自取	zi qu	
险峻	xian jun	
升腾	sheng teng	
带个	dai ge	
铜锣	tong luo	
操劳	cao lao	
探视	tan shi	
国色	guo se	色se
好老	hao lao	
玉带	yu dai	
雷神	lei shen	
扫兴	sao xing	
好少	hao shao	
撒了	sa le	了le
酸雨	suan yu	
再要	zai yao	
射中	she zhong	
从早	cong zao	
扫射	sao she	
这桩	zhe zhuang	这zhe
攀高	pan gao	
浮夸	fu kua	
放权	fang quan	
胎盘	tai pan	
舞女	wu nv	
顽童	wan tong	
总评	zong ping	
沟渠	gou ju	
外宾	wai bin	
妙计	miao ji	
体表	ben biao	
内乱	na luan	
白猫	bai mao	
等外	deng wai	
低开	di kai	
几台	ji tai	
倩影	qian ying	
越慢	yue man	
他常	ta chang	
拐角	guai jiao	角jiao
挺大	ting da	大da
春联	chun lian	
带薪	dai xin	
叫绝	jiao jue	
槟榔	bing lang	槟bing
擦擦	ca ca	
断肠	duan chang	
主修	zhu xiu	
散心	san xin	
会审	hui shen	会hui
三朝	san chao	朝chao
永驻	yong zhu	
再点	zai dian	
叮咚	ding dong	
结扎	jie za	扎za
杀猪	sha zhu	
说书	shuo shu	说shuo
配发	pei fa	
万福	wan fu	万wan
刮风	gua feng	
网坛	wang tan	
残破	can po	
刻板	ke ban	
盒饭	he fan	
你曾	ni ceng	曾ceng
丑女	chou nv	
名头	ming tou	
员外	yuan wai	员yuan
雄辩	xiong bian	
疟疾	nue ji	疟nue
摆好	bai hao	
当空	dang kong	
当权	dang quan	
疯癫	feng dian	
厅堂	ting tang	
角球	jiao qiu	角jiao
春梦	chun meng	
平手	ping shou	
歌喉	ge hou	
烫金	tang jin	
兵败	bing bai	
扫盲	sao mang	
腋下	ye xia	
晕眩	yun huan	
狼藉	lang ji	藉ji
例句	li ju	句ju
榜眼	bang yan	
刑讯	xing xun	
祷告	dao gao	
灯管	deng guan	
定稿	ding gao	
脱脂	tuo zhi	
机舱	ji cang	
转岗	zhuan gang	转zhuan
下注	xia zhu	
漏斗	lou dou	
有云	you yun	
花哨	hua shao	
这得	zhe dei	这zhe|得dei
山寨	shan zhai	
最帅	zui shuai	
发奋	fa fen	
穷困	qiong kun	
崆峒	kong tong	峒tong
高亢	gao kang	
抗辩	kang bian	
黄蜂	huang feng	
国球	guo qiu	
故土	gu tu	
下凡	xia fan	
墨迹	mo ji	
岳飞	yue fei	
燕窝	yan wo	
责难	ze nan	
前轮	qian lun	
再犯	zai fan	
嘉庆	jia qing	
买药	mai yao	
来报	lai bao	
乐土	le tu	乐le
出乎	chu hu	
脸型	lian xing	
重获	chong huo	重chong
轮训	lun xun	
兵营	bing ying	
小刘	xiao liu	
树根	shu gen	
私奔	si ben	
增白	zeng bai	
惊道	jing dao	
烧成	shao cheng	
村寨	cun zhai	
库容	ku rong	
韧带	ren dai	
骇然	hai ran	
娇柔	jiao rou	
迥然	jiong ran	
看报	kan bao	
愚弄	yu nong	弄nong
肥厚	fei hou	
挑拨	tiao bo	
能回	nai hui	
有求	you qiu	
串门	chuan men	
连心	lian xin	
奇效	qi xiao	奇qi
陌路	bai lu	
也同	ye tong	
划船	hua chuan	划hua
偷吃	tou chi	
怀揣	huai chuai	
电筒	dian tong	
婚嫁	hun jia	
穷追	qiong dui	
酬劳	chou lao	
租给	zu gei	给gei
挥泪	hui lei	
连长	lian zhang	长zhang
超多	chao duo	
生就	sheng jiu	
找些	zhao suo	
对垒	dui lei	
必争	bi zheng	
早恋	zao lian	
早些	zao suo	
尊称	zun cheng	称cheng
水压	shui ya	
葬身	zang shen	
左转	zuo zhuan	转zhuan
择偶	ze ou	择ze
耳聋	er long	
平壤	ping rang	
内热	na re	
去拍	qu pai	
母牛	mu niu	
下人	xia ren	
劳苦	lao gu	
但如	dan ru	
求变	qiu bian	
狂跌	kuang die	
扯开	che kai	
冒昧	mao mei	冒mao
明眸	ming mou	
爹娘	die niang	
边关	bian guan	
冬暖	dong nuan	
小树	xiao shu	
轮岗	lun gang	
抹杀	mo sha	抹mo
说情	shuo qing	说shuo
泪花	lei hua	
不帮	bu bang	
赌徒	du tu	
刘海	liu hai	
先吃	xian chi	
丙级	bing ji	
独霸	du ba	
西夏	xi xia	
决裂	jue lie	
讨债	tao zhai	
沉香	chen xiang	
核弹	he dan	核he|弹dan
扳手	ban shou	扳ban
拉闸	la zha	
乱动	luan dong	
瞪眼	deng yan	
拥戴	yong dai	
黑市	hei shi	
也似	ye si	似si
水闸	shui zha	
上色	shang se	色se
中州	zhong zhou	
暗地	an di	地di
轮盘	lun pan	
光复	guang fu	
窥探	kui tan	
求我	qiu wo	
更宽	geng kuan	
也怕	ye pa	
海防	hai fang	
奴才	nu cai	
共勉	gong mian	
哄抢	hong cheng	
季刊	ji kan	
奇景	qi jing	奇qi
下摆	xia bai	
章法	zhang fa	
撞人	zhuang ren	
没动	mei dong	没mei
自封	zi feng	
改换	gai huan	
报信	bao shen	
改改	gai gai	
变长	bian chang	长chang
粮仓	liang cang	
临头	lin tou	
算清	suan qing	
神魔	shen mo	
坐满	zuo man	
蛟龙	jiao long	
炊具	chui ju	
白莲	bai lian	
横溢	heng yi	
参演	can yan	参can
小数	xiao shu	数shu
作何	zuo he	
召见	zhao jian	召zhao|见jian
生吃	sheng chi	
山峦	shan luan	
垂死	chui si	
刷子	shua zi	
算作	suan zuo	
打住	da zhu	
送死	song si	
按说	an shuo	说shuo
枪炮	qiang pao	炮pao
岂可	kai ke	
佛门	fo men	佛fo
抹布	ma bu	抹ma
柔道	rou dao	
浓香	nong xiang	
巨乳	ju ru	
审评	shen ping	
肉猪	rou zhu	
讨个	tao ge	
娇娃	jiao wa	
刻度	ke du	度du
下笔	xia bi	
苦水	gu shui	
女将	nv jiang	
合体	he ben	合he
积木	ji mu	
原图	yuan tu	
焊工	han gong	
坏话	huai hua	坏huai
滚蛋	gun dan	
踏足	ta zu	
渔村	yu cun	
禁地	jin di	地di
漏掉	lou diao	
朗声	lang sheng	
收税	shou shui	
说啥	shuo sha	说shuo
卧铺	wo pu	
拼抢	pin cheng	
泡面	pao mian	
哑然	ya ran	
空想	kong xiang	
浓眉	nong mei	
血染	xue ran	血xue
围裙	wei qun	
快船	kuai chuan	
迫近	po jin	迫po
课表	ke biao	
抗御	kang yu	
探戈	tan ge	
翠微	cui wei	
丰盈	feng ying	
霞光	xia guang	
帅男	shuai nan	
下体	xia ben	
对门	dui men	
拼死	pin si	
前胸	qian xiong	
莫要	mo yao	
观感	guan gan	
醇厚	chun hou	
拦下	lan xia	
跌停	die ting	
甲虫	jia chong	
隆冬	long dong	
越短	yue duan	
宋词	song ci	
仇视	chou shi	仇chou
收到	shou dao	
商社	shang she	
飞瀑	fei pu	瀑pu
门框	men kuang	
乱发	luan fa	
日久	ri jiu	
避让	bi rang	
草皮	cao pi	
名词	ming ci	
寡头	gua tou	
半球	ban qiu	
翘起	qiao qi	
刚强	gang qiang	强qiang
远非	yuan fei	
黏合	nian he	合he
起降	qi jiang	降jiang
羊群	xiang qun	
攻下	gong xia	
篱笆	li ba	
流过	liu guo	
内伤	na shang	
吞咽	tun yan	咽yan
贵贱	gui jian	
害处	hai chu	
航标	hang biao	
写成	xie cheng	
今宵	jin xiao	
烟熏	yan xun	烟yan
最轻	zui qing	
秋色	qiu se	色se
随他	sui ta	
等号	deng hao	
菜价	cai jia	价jia
敌后	di hou	
从军	cong jun	
抬着	tai zhe	着zhe
与君	yu jun	
乘凉	cheng liang	乘cheng
赞歌	zan ge	
狐疑	hu ni	
长存	chang cun	长chang
动产	dong chan	
少些	shao suo	
两省	liang sheng	省sheng
洒落	sa luo	落luo
真言	zhen yan	
善战	shan zhan	
中装	zhong zhuang	
乳沟	ru gou	
难闻	nan wen	
毋宁	wu ning	
口供	kou gong	
流放	liu fang	
婆媳	po xi	
眉心	mei xin	
关外	guan wai	
空余	kong yu	
墙边	qiang bian	
匹敌	pi di	
动起	dong qi	
边陲	bian chui	
侧柏	ce bai	侧ce|柏bai
古井	gu jing	
整晚	zheng wan	
车号	che hao	车che
匠心	jiang xin	
别用	bie yong	
扫过	sao guo	
跪地	gui di	地di
干涩	gan se	
环状	huan zhuang	
轮渡	lun du	
槐树	huai shu	
一瞬	yi shun	
撒野	sa ye	
登顶	deng ding	
吊灯	diao deng	
尊师	zun shi	
傲人	ao ren	
蒙骗	meng pian	
下坡	xia po	
偏心	pian xin	
烦闷	fan men	
要拍	yao pai	
连你	lian ni	
柔声	rou sheng	
如约	ru yue	约yue
近看	jin kan	
就哭	jiu ku	
我带	wo dai	
名句	ming ju	句ju
玄妙	xuan miao	
铁板	tie ban	
行头	xing tou	行xing
稠密	chou mi	
胞胎	bao tai	
面罩	mian zhao	
乐迷	yue mi	乐yue
头筹	tou chou	
酣畅	han chang	
误诊	wu zhen	
婚检	hun jian	
变样	bian yang	
早退	zao tui	
护着	hu zhe	着zhe
独裁	du cai	
炊烟	chui yan	烟yan
写书	xie shu	
灾祸	zai huo	
远走	yuan zou	
赘述	zhui shu	
莲藕	lian ou	
幸而	xing er	
安息	an xi	
逆反	ni fan	
贫民	pin min	
铺满	pu man	
名分	ming fen	
布匹	bu pi	
吹捧	chui peng	
变法	bian fa	
假发	jia fa	
扣篮	kou lan	
且慢	qie man	且qie
蚊虫	wen chong	
骗走	pian zou	
苦读	gu du	读du
某件	mou jian	
赐给	ci gei	给gei
整风	zheng feng	
踩踏	cai ta	
蓝本	lan ben	
论丛	lun cong	
截稿	jie gao	
雄浑	xiong hun	
换血	huan xue	血xue
小脚	xiao jiao	脚jiao
对公	dui gong	
简略	jian lve	
过当	guo dang	
乱用	luan yong	
后置	hou zhi	
身怀	shen huai	
冰水	bing shui	
低龄	di ling	
彩照	cai zhao	
棉袄	mian ao	
飞入	fei ru	
考分	kao fen	
无愧	wu kui	无wu
小胖	xiao pang	胖pang
配好	pei hao	
绕行	rao xing	行xing
苦海	gu hai	
傀儡	kui lei	傀kui
斡旋	guan xuan	
发愣	fa leng	
风雷	feng lei	
冥界	ming jie	
初吻	chu wen	
跨上	kua shang	
很疼	hen teng	
大坑	da keng	大da
金条	jin tiao	
钻入	zuan ru	
实情	shi qing	
百官	bai guan	百bai
包车	bao che	车che
私情	si qing	
败笔	bai bi	
货船	huo chuan	
眼病	yan bing	
混迹	hun ji	
死板	si ban	
太守	tai shou	
质疑	zhi ni	
存了	cun le	了le
正果	zheng guo	
寸草	cun cao	
赏花	shang hua	
流沙	liu sha	
照旧	zhao jiu	
执意	zhi yi	
之仇	zhi chou	仇chou
重设	chong she	重chong
坐定	zuo ding	
案头	an tou	
客票	ke piao	
灭口	mie kou	
女权	nv quan	
倩女	qian nv	
皮夹	pi jia	夹jia
老牛	lao niu	
三陪	san pei	
不美	bu mei	
清流	qing liu	
开上	kai shang	
真难	zhen nan	
怀胎	huai tai	
冲过	chong guo	
策马	ce ma	
全息	quan xi	
明证	ming zheng	
车把	che ba	车che
横贯	heng guan	
老套	lao tao	
公家	gong jia	家jia
和局	he ju	和he
累加	lei jia	
绝路	jue lu	
白带	bai dai	
纯金	chun jin	
迟来	chi lai	
狗屎	gou shi	
再改	zai gai	
邮戳	you chuo	
黄油	huang you	
等次	deng ci	
定出	ding chu	
很老	hen lao	
漏了	lou le	了le
牙龈	ya yin	龈yin
云游	yun you	
超导	chao dao	
重读	chong du	重chong|读du
烧香	shao xiang	
胜率	sheng lv	率lv
乘胜	cheng sheng	乘cheng
丢到	diu dao	
熟的	shu de	熟shu|的de
蹲点	dun dian	蹲dun
斩首	zhan shou	
港人	gang ren	
蓝屏	lan ping	屏ping
那款	na kuan	那na
辟谣	pi yao	辟pi
接盘	jie pan	
喷药	pen yao	
嚷道	rang dao	
中篇	zhong pian	
从内	cong na	
倾慕	qing mu	
分毫	fen hao	
取钱	qu qian	
条规	tiao gui	
闪开	shan kai	
喇嘛	la ma	
张飞	zhang fei	
地壳	di qiao	地di|壳qiao
陪审	pei shen	
龙宫	long gong	
末了	mo liao	了liao
金贵	jin gui	
甜点	tian dian	
多寡	duo gua	
更迭	geng die	
跳蚤	tao zao	
奔流	ben liu	
楼兰	lou lan	
东岳	dong yue	
很傻	hen sha	
一醉	yi zui	
杂音	za yin	
父爱	fu ai	
日寇	ri kou	
反扑	fan pu	
盼盼	pan pan	
闺女	gui nv	
心软	xin ruan	
盘踞	pan ju	
盲从	mang cong	
邪气	xie qi	邪xie
鼻腔	bi qiang	
之口	zhi kou	
发晕	fa yun	
讲明	jiang ming	
吃光	chi guang	
短命	duan ming	
近亲	jin qin	亲qin
成亲	cheng qin	亲qin
干过	gan guo	
讨要	tao yao	
满山	man shan	
弄丢	nong diu	弄nong
内中	na zhong	
胡扯	hu che	
这面	zhe mian	这zhe
鼻尖	bi jian	
香辣	xiang la	
带过	dai guo	
搅乱	jiao luan	
更短	geng duan	
惊雷	jing lei	
永存	yong cun	
列队	lie dui	
远道	yuan dao	
禁赛	jin sai	
烧焦	shao jiao	
养着	yang zhe	着zhe
馋嘴	chan zui	
洒水	sa shui	
树梢	shu shao	梢shao
嗷嗷	ao ao	
奥数	ao shu	数shu
裘皮	qiu pi	
爬坡	pa po	
那台	na tai	那na
宫女	gong nv	
还快	hai kuai	还hai
毁容	hui rong	
老鸟	lao niao	鸟niao
刀法	dao fa	
化脓	hua nong	
情仇	qing chou	仇chou
雪碧	xue bi	
好梦	hao meng	
纹路	wen lu	
低空	di kong	
奴役	nu yi	
草图	cao tu	
且与	qie yu	且qie
产期	chan qi	期qi
亘古	gen gu	
被炒	bei chao	
初秋	chu qiu	
劝导	quan dao	
拉过	la guo	
财宝	cai bao	
会搞	hui gao	会hui
几行	ji hang	行hang
根茎	gen jing	
续传	xu chuan	传chuan
壮美	zhuang mei	
香型	xiang xing	
水工	shui gong	
同组	tong zu	
曾见	ceng jian	曾ceng|见jian
通顺	tong shun	
换药	huan yao	
荒原	huang yuan	
洪涝	hong lao	
进山	jin shan	
杀价	sha jia	价jia
电骡	dian luo	
合身	he shen	合he
受潮	shou chao	
一勺	yi shao	
语速	yu su	
飞蛾	fei e	蛾e
暗笑	an xiao	
孔明	kong ming	
面庞	mian pang	
总爱	zong ai	
屠夫	tu fu	
高球	gao qiu	
歌本	ge ben	
漏网	lou wang	
心魔	xin mo	
工兵	gong bing	
四口	si kou	
先辈	xian bei	
扣住	kou zhu	
拉面	la mian	
蓬松	peng song	
缺德	que de	
教皇	jiao huang	
张文	zhang wen	
松木	song mu	
虎将	hu jiang	
松涛	song tao	
绪论	xu lun	
钻头	zuan tou	
速回	su hui	
烟斗	yan dou	烟yan
差生	cha sheng	差cha
涉猎	she lie	
走兽	zou shou	
罪状	zui zhuang	
恩仇	en chou	仇chou
丰乳	feng ru	
肉搏	rou bo	
框框	kuang kuang	
不腻	bu ni	
匪徒	fei tu	
逼平	bi ping	
靠后	kao hou	
缉拿	ji na	缉ji
劲风	jing feng	劲jing
大凡	da fan	大da
微光	wei guang	
古琴	gu qin	
揉着	rou zhe	着zhe
续签	xu qian	
跑着	pao zhe	着zhe
说开	shuo kai	说shuo
特好	te hao	
灭顶	mie ding	
贩运	fan yun	
大考	da kao	大da
别给	bie gei	给gei
荧幕	ying mu	
山丘	shan qiu	
铁锤	tie chui	
念珠	nian zhu	
渡江	du jiang	
嘱托	zhu tuo	
水波	shui bo	
扯淡	che dan	
云朵	yun duo	
病灶	bing zao	
换肾	huan shen	
营长	ying zhang	长zhang
雅士	ya shi	
说理	shuo li	说shuo
爹爹	die die	
子夜	zi ye	
掉渣	diao zha	
少帅	shao shuai	
万恶	wan e	万wan|恶e
癌变	ai bian	
忍让	ren rang	
抢拍	cheng pai	
肺腑	fei fu	
封套	feng tao	
补品	bu pin	
砍下	kan xia	
球王	qiu wang	
斜纹	xie wen	
月票	yue piao	
麻花	ma hua	
诬告	wu gao	
票子	piao zi	
索然	suo ran	
雪糕	xue gao	
本行	ben hang	行hang
麦芽	mai ya	
魔咒	mo zhou	
弄懂	nong dong	弄nong
辅佐	fu zuo	
右面	you mian	
拆下	chai xia	拆chai
光说	guang shuo	说shuo
恨得	hen de	得de
被诉	bei su	
老舍	lao she	
说穿	shuo chuan	说shuo
找茬	zhao cha	
钻出	zuan chu	
咱俩	zan lia	咱zan|俩lia
较真	jiao zhen	
子曰	zi yue	
天女	tian nv	
分权	fen quan	
倾盆	qing pen	
考考	kao kao	
看球	kan qiu	
破败	po bai	
旋钮	xuan niu	
学我	xue wo	
童工	tong gong	
请回	qing hui	
练武	lian wu	
风道	feng dao	
倜傥	ti tang	
黄铜	huang tong	
旧貌	jiu mao	
刁蛮	diao man	
臭名	chou ming	臭chou
门牙	men ya	
无神	wu shen	无wu
祠堂	ci tang	
该处	gai chu	
领班	ling ban	
出墙	chu qiang	
沟里	gou li	
须臾	xu yu	
卡在	qia zai	卡qia
清障	qing zhang	
便当	bian dang	便bian
套住	tao zhu	
闯了	chuang le	了le
占尽	zhan jin	
不醉	bu zui	
茶色	cha se	色se
勺子	shao zi	
直追	zhi dui	
爱才	ai cai	
惹我	re wo	
某年	mou nian	
必能	bi nai	
摩西	mo xi	摩mo
柔滑	rou hua	
木棍	mu gun	
复明	fu ming	
单日	dan ri	单dan
镌刻	juan ke	
刚被	gang bei	
女警	nv jing	
顺口	shun kou	
秉持	bing chi	
腰腿	yao tui	
悔改	hui gai	
体校	ben xiao	校xiao
炒汇	chao hui	
深谷	shen gu	谷gu
辞了	ci le	了le
元朝	yuan chao	朝chao
彻查	che cha	查cha
早被	zao bei	
收好	shou hao	
哈达	ha da	
自诩	zi xu	
生息	sheng xi	
站定	zhan ding	
死党	si dang	
上桌	shang zhuo	
改判	gai pan	
没入	mo ru	没mo
江畔	jiang pan	
铁腕	tie wan	
尿布	niao bu	尿niao
逆行	ni xing	行xing
下浮	xia fu	
愤恨	fen hen	
凶器	xiong qi	
最弱	zui ruo	
大亏	da kui	大da
沟壑	gou he	
脱机	tuo ji	
放生	fang sheng	
毛驴	ma lv	
放走	fang zou	
邋遢	la ta	
仰面	ang mian	
贪财	tan cai	
协查	xie cha	查cha
雇用	gu yong	
料及	liao ji	
导轨	dao gui	
都怪	dou guai	都dou
塞给	sai gei	塞sai|给gei
低耗	di hao	
作痛	zuo tong	
出尽	chu jin	
换用	huan yong	
会输	hui shu	会hui
狡诈	jiao zha	
坐等	zuo deng	
巫婆	wu po	
牛粪	niu fen	
染病	ran bing	
他日	ta ri	
小跑	xiao pao	
频传	bin chuan	传chuan
磨蹭	mo ceng	
尼姑	ni gu	
被擒	bei qin	
雪球	xue qiu	
口诀	kou jue	
提包	ti bao	提ti
杂念	za nian	
却连	que lian	
听筒	ting tong	
毛重	ma zhong	重zhong
奉送	feng song	
村办	cun ban	
门帘	men lian	
新词	xin ci	
伯爵	bo jue	伯bo
咖喱	ga li	咖ga
双眉	shuang mei	
通读	tong du	读du
够多	gou duo	
疾驰	ji chi	
柳叶	liu ye	叶ye
吃草	chi cao	
窜出	cuan chu	
铃铛	ling dang	铛dang
断流	duan liu	
别做	bie zuo	
猜中	cai zhong	
早说	zao shuo	说shuo
铺位	pu wei	
拼盘	pin pan	
鳞片	lin pian	
摘牌	zhai pai	
北伐	bei fa	
所得	suo de	得de
无货	wu huo	无wu
饭盒	fan he	
铁轨	tie gui	
寻亲	xun qin	寻xun|亲qin
喷嘴	pen zui	
捆扎	kun za	扎za
洗过	xi guo	洗xi
这年	zhe nian	这zhe
虽无	sui wu	无wu
病故	bing gu	
慈母	ci mu	
说得	shuo de	说shuo|得de
没再	mei zai	没mei
蒙在	meng zai	
关进	guan jin	
汤匙	tang chi	汤tang|匙chi
竟敢	jing gan	
这枚	zhe mei	这zhe
休学	xiu xue	
打给	da gei	给gei
干点	gan dian	
徒手	tu shou	
君臣	jun chen	
玉皇	yu huang	
代行	dai xing	行xing
龙吟	long yin	
聪颖	cong ying	
萧瑟	xiao se	
月子	yue zi	
顶到	ding dao	
砸死	za si	
头儿	tou er	
爱犬	ai quan	
按压	an ya	
恼人	nao ren	
早安	zao an	
遣返	qian fan	
黑屏	hei ping	屏ping
气孔	qi kong	
停发	ting fa	
便让	bian rang	便bian
目次	mu ci	
老农	lao nong	
羞怯	xiu qie	
超快	chao kuai	
粗口	cu kou	
迷蒙	mi meng	
接他	jie ta	
名动	ming dong	
整块	zheng kuai	
冰棍	bing gun	
暖冬	nuan dong	
来干	lai gan	
满洲	man zhou	
百宝	bai bao	百bai
被绑	bei bang	
狗咬	gou yao	
通牒	tong die	
对局	dui ju	
唐装	tang zhuang	
左眼	zuo yan	
肠子	chang zi	
皑皑	ai ai	
扼腕	e wan	
哀思	ai si	思si
发烫	fa tang	
佛经	fo jing	佛fo
不胖	bu pang	胖pang
加蓬	jia peng	
评卷	ping juan	
尽可	jin ke	
图个	tu ge	
青楼	qing lou	
红糖	hong tang	红hong
主考	zhu kao	
秋游	qiu you	
丹田	dan tian	
云霞	yun xia	
机修	ji xiu	
泄洪	xie hong	
闭卷	bi juan	
病假	bing jia	
弦乐	xian yue	乐yue
塔楼	ta lou	塔ta
童真	tong zhen	
远郊	yuan jiao	
站岗	zhan gang	
狼牙	lang ya	
聊着	liao zhe	着zhe
搂在	lou zai	
乱真	luan zhen	
将死	jiang si	
水彩	shui cai	
追来	dui lai	
耳根	er gen	
入团	ru tuan	
公派	gong pai	派pai
牦牛	mao niu	
包内	bao na	
封条	feng tiao	
大盆	da pen	大da
香浓	xiang nong	
所迫	suo po	迫po
屈居	qu ju	
胖了	pang le	胖pang|了le
烹制	peng zhi	
机敏	ji min	
天梯	tian ti	
馄饨	hun tun	
汤圆	tang yuan	汤tang
泉涌	quan yong	涌yong
牛犊	niu du	
熄灯	xi deng	
军心	jun xin	
